koulun_nimi,sukup,A,alin_ka_17
keravan lukio ja aikuislukio,1,3,7.92
keravan lukio ja aikuislukio,2,5,7.92
keravan lukio ja aikuislukio,2,5,7.92
keravan lukio ja aikuislukio,1,4,7.92
keravan lukio ja aikuislukio,1,4,7.92
keravan lukio ja aikuislukio,2,4,7.92
keravan lukio ja aikuislukio,1,3,7.92
keravan lukio ja aikuislukio,2,6,7.92
keravan lukio ja aikuislukio,1,3,7.92
keravan lukio ja aikuislukio,2,3,7.92
keravan lukio ja aikuislukio,2,5,7.92
keravan lukio ja aikuislukio,1,4,7.92
keravan lukio ja aikuislukio,1,3,7.92
keravan lukio ja aikuislukio,1,6,7.92
keravan lukio ja aikuislukio,1,0,7.92
keravan lukio ja aikuislukio,2,4,7.92
keravan lukio ja aikuislukio,1,3,7.92
keravan lukio ja aikuislukio,2,4,7.92
keravan lukio ja aikuislukio,1,3,7.92
keravan lukio ja aikuislukio,2,3,7.92
keravan lukio ja aikuislukio,1,6,7.92
keravan lukio ja aikuislukio,2,2,7.92
keravan lukio ja aikuislukio,2,5,7.92
keravan lukio ja aikuislukio,2,5,7.92
keravan lukio ja aikuislukio,2,4,7.92
keravan lukio ja aikuislukio,2,3,7.92
keravan lukio ja aikuislukio,1,3,7.92
keravan lukio ja aikuislukio,1,6,7.92
keravan lukio ja aikuislukio,2,3,7.92
keravan lukio ja aikuislukio,2,4,7.92
keravan lukio ja aikuislukio,2,6,7.92
keravan lukio ja aikuislukio,2,4,7.92
keravan lukio ja aikuislukio,2,4,7.92
keravan lukio ja aikuislukio,1,4,7.92
keravan lukio ja aikuislukio,1,3,7.92
keravan lukio ja aikuislukio,1,5,7.92
keravan lukio ja aikuislukio,2,6,7.92
keravan lukio ja aikuislukio,2,4,7.92
keravan lukio ja aikuislukio,1,4,7.92
keravan lukio ja aikuislukio,1,4,7.92
keravan lukio ja aikuislukio,2,4,7.92
keravan lukio ja aikuislukio,1,5,7.92
keravan lukio ja aikuislukio,2,5,7.92
keravan lukio ja aikuislukio,1,3,7.92
keravan lukio ja aikuislukio,1,6,7.92
keravan lukio ja aikuislukio,2,5,7.92
keravan lukio ja aikuislukio,1,3,7.92
keravan lukio ja aikuislukio,2,4,7.92
keravan lukio ja aikuislukio,2,6,7.92
keravan lukio ja aikuislukio,1,5,7.92
keravan lukio ja aikuislukio,2,3,7.92
keravan lukio ja aikuislukio,2,7,7.92
keravan lukio ja aikuislukio,2,3,7.92
keravan lukio ja aikuislukio,2,4,7.92
keravan lukio ja aikuislukio,2,4,7.92
keravan lukio ja aikuislukio,1,2,7.92
keravan lukio ja aikuislukio,2,4,7.92
keravan lukio ja aikuislukio,1,6,7.92
keravan lukio ja aikuislukio,1,4,7.92
keravan lukio ja aikuislukio,2,6,7.92
keravan lukio ja aikuislukio,1,3,7.92
keravan lukio ja aikuislukio,2,5,7.92
keravan lukio ja aikuislukio,2,4,7.92
keravan lukio ja aikuislukio,2,5,7.92
keravan lukio ja aikuislukio,2,6,7.92
keravan lukio ja aikuislukio,2,5,7.92
keravan lukio ja aikuislukio,1,3,7.92
keravan lukio ja aikuislukio,2,4,7.92
keravan lukio ja aikuislukio,2,3,7.92
keravan lukio ja aikuislukio,1,3,7.92
keravan lukio ja aikuislukio,2,4,7.92
keravan lukio ja aikuislukio,1,4,7.92
keravan lukio ja aikuislukio,2,4,7.92
keravan lukio ja aikuislukio,1,3,7.92
keravan lukio ja aikuislukio,1,5,7.92
keravan lukio ja aikuislukio,2,6,7.92
keravan lukio ja aikuislukio,2,3,7.92
keravan lukio ja aikuislukio,1,4,7.92
keravan lukio ja aikuislukio,1,4,7.92
keravan lukio ja aikuislukio,1,3,7.92
keravan lukio ja aikuislukio,2,3,7.92
keravan lukio ja aikuislukio,2,3,7.92
keravan lukio ja aikuislukio,1,4,7.92
keravan lukio ja aikuislukio,1,5,7.92
keravan lukio ja aikuislukio,1,3,7.92
keravan lukio ja aikuislukio,2,4,7.92
keravan lukio ja aikuislukio,2,3,7.92
keravan lukio ja aikuislukio,1,6,7.92
keravan lukio ja aikuislukio,2,2,7.92
keravan lukio ja aikuislukio,1,5,7.92
keravan lukio ja aikuislukio,2,4,7.92
keravan lukio ja aikuislukio,1,2,7.92
keravan lukio ja aikuislukio,2,6,7.92
keravan lukio ja aikuislukio,1,4,7.92
keravan lukio ja aikuislukio,2,5,7.92
keravan lukio ja aikuislukio,2,4,7.92
keravan lukio ja aikuislukio,1,3,7.92
keravan lukio ja aikuislukio,1,4,7.92
keravan lukio ja aikuislukio,2,2,7.92
keravan lukio ja aikuislukio,1,3,7.92
keravan lukio ja aikuislukio,2,3,7.92
keravan lukio ja aikuislukio,1,5,7.92
keravan lukio ja aikuislukio,2,3,7.92
keravan lukio ja aikuislukio,1,4,7.92
keravan lukio ja aikuislukio,1,3,7.92
keravan lukio ja aikuislukio,2,5,7.92
keravan lukio ja aikuislukio,1,3,7.92
keravan lukio ja aikuislukio,1,3,7.92
keravan lukio ja aikuislukio,2,5,7.92
keravan lukio ja aikuislukio,2,3,7.92
keravan lukio ja aikuislukio,2,6,7.92
keravan lukio ja aikuislukio,1,3,7.92
keravan lukio ja aikuislukio,1,4,7.92
keravan lukio ja aikuislukio,2,5,7.92
keravan lukio ja aikuislukio,2,4,7.92
keravan lukio ja aikuislukio,2,5,7.92
keravan lukio ja aikuislukio,1,3,7.92
keravan lukio ja aikuislukio,1,2,7.92
keravan lukio ja aikuislukio,2,3,7.92
keravan lukio ja aikuislukio,1,3,7.92
keravan lukio ja aikuislukio,1,6,7.92
keravan lukio ja aikuislukio,2,4,7.92
keravan lukio ja aikuislukio,2,4,7.92
keravan lukio ja aikuislukio,2,4,7.92
keravan lukio ja aikuislukio,1,3,7.92
keravan lukio ja aikuislukio,2,6,7.92
keravan lukio ja aikuislukio,1,0,7.92
keravan lukio ja aikuislukio,2,4,7.92
keravan lukio ja aikuislukio,2,5,7.92
laihian lukio,1,3,7
laihian lukio,1,4,7
laihian lukio,2,6,7
laihian lukio,2,4,7
laihian lukio,1,3,7
laihian lukio,2,4,7
laihian lukio,1,3,7
laihian lukio,1,3,7
laihian lukio,2,4,7
laihian lukio,2,4,7
laihian lukio,1,2,7
laihian lukio,2,6,7
laihian lukio,1,7,7
laihian lukio,2,6,7
laihian lukio,2,5,7
laihian lukio,1,2,7
laihian lukio,2,7,7
laihian lukio,1,4,7
laihian lukio,2,5,7
laihian lukio,2,6,7
laihian lukio,1,4,7
laihian lukio,2,6,7
laihian lukio,2,3,7
laihian lukio,2,4,7
laihian lukio,1,4,7
laihian lukio,2,4,7
laihian lukio,1,2,7
laihian lukio,2,6,7
laihian lukio,2,5,7
laihian lukio,2,6,7
laihian lukio,1,3,7
laihian lukio,2,4,7
porin suomalaisen yhteislyseon lukio,1,4,7.17
porin suomalaisen yhteislyseon lukio,1,2,7.17
porin suomalaisen yhteislyseon lukio,2,3,7.17
porin suomalaisen yhteislyseon lukio,1,3,7.17
porin suomalaisen yhteislyseon lukio,1,3,7.17
porin suomalaisen yhteislyseon lukio,2,6,7.17
porin suomalaisen yhteislyseon lukio,1,3,7.17
porin suomalaisen yhteislyseon lukio,1,4,7.17
porin suomalaisen yhteislyseon lukio,2,3,7.17
porin suomalaisen yhteislyseon lukio,1,6,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,1,5,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,2,6,7.17
porin suomalaisen yhteislyseon lukio,2,3,7.17
porin suomalaisen yhteislyseon lukio,2,3,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,1,3,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,1,3,7.17
porin suomalaisen yhteislyseon lukio,2,3,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,1,3,7.17
porin suomalaisen yhteislyseon lukio,2,7,7.17
porin suomalaisen yhteislyseon lukio,2,6,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,1,4,7.17
porin suomalaisen yhteislyseon lukio,2,3,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,2,7,7.17
porin suomalaisen yhteislyseon lukio,1,6,7.17
porin suomalaisen yhteislyseon lukio,1,3,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,1,4,7.17
porin suomalaisen yhteislyseon lukio,2,3,7.17
porin suomalaisen yhteislyseon lukio,1,4,7.17
porin suomalaisen yhteislyseon lukio,1,4,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,1,4,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,1,2,7.17
porin suomalaisen yhteislyseon lukio,1,6,7.17
porin suomalaisen yhteislyseon lukio,2,3,7.17
porin suomalaisen yhteislyseon lukio,2,6,7.17
porin suomalaisen yhteislyseon lukio,1,4,7.17
porin suomalaisen yhteislyseon lukio,1,2,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,1,2,7.17
porin suomalaisen yhteislyseon lukio,1,5,7.17
porin suomalaisen yhteislyseon lukio,2,6,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,1,2,7.17
porin suomalaisen yhteislyseon lukio,1,3,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,1,3,7.17
porin suomalaisen yhteislyseon lukio,1,3,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,1,4,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,1,3,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,2,2,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,2,7,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,1,4,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,1,3,7.17
porin suomalaisen yhteislyseon lukio,2,3,7.17
porin suomalaisen yhteislyseon lukio,1,5,7.17
porin suomalaisen yhteislyseon lukio,2,6,7.17
porin suomalaisen yhteislyseon lukio,1,3,7.17
porin suomalaisen yhteislyseon lukio,2,3,7.17
porin suomalaisen yhteislyseon lukio,2,3,7.17
porin suomalaisen yhteislyseon lukio,1,3,7.17
porin suomalaisen yhteislyseon lukio,2,6,7.17
porin suomalaisen yhteislyseon lukio,1,2,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,2,6,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,2,2,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,1,3,7.17
porin suomalaisen yhteislyseon lukio,2,6,7.17
porin suomalaisen yhteislyseon lukio,1,2,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,2,3,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,2,6,7.17
porin suomalaisen yhteislyseon lukio,1,6,7.17
porin suomalaisen yhteislyseon lukio,1,4,7.17
porin suomalaisen yhteislyseon lukio,2,3,7.17
porin suomalaisen yhteislyseon lukio,2,6,7.17
porin suomalaisen yhteislyseon lukio,2,6,7.17
porin suomalaisen yhteislyseon lukio,1,4,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,1,5,7.17
porin suomalaisen yhteislyseon lukio,1,6,7.17
porin suomalaisen yhteislyseon lukio,1,3,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,1,5,7.17
porin suomalaisen yhteislyseon lukio,1,3,7.17
porin suomalaisen yhteislyseon lukio,1,0,7.17
porin suomalaisen yhteislyseon lukio,1,2,7.17
porin suomalaisen yhteislyseon lukio,1,4,7.17
porin suomalaisen yhteislyseon lukio,2,2,7.17
porin suomalaisen yhteislyseon lukio,2,3,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,1,5,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,1,6,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,2,6,7.17
porin suomalaisen yhteislyseon lukio,2,6,7.17
porin suomalaisen yhteislyseon lukio,1,6,7.17
porin suomalaisen yhteislyseon lukio,2,3,7.17
porin suomalaisen yhteislyseon lukio,1,3,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,2,6,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,1,2,7.17
porin suomalaisen yhteislyseon lukio,2,6,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,2,6,7.17
porin suomalaisen yhteislyseon lukio,1,2,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,1,4,7.17
porin suomalaisen yhteislyseon lukio,2,3,7.17
porin suomalaisen yhteislyseon lukio,2,6,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,1,5,7.17
porin suomalaisen yhteislyseon lukio,1,4,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,2,6,7.17
porin suomalaisen yhteislyseon lukio,2,4,7.17
porin suomalaisen yhteislyseon lukio,1,3,7.17
porin suomalaisen yhteislyseon lukio,2,6,7.17
porin suomalaisen yhteislyseon lukio,2,6,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,2,6,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,2,6,7.17
porin suomalaisen yhteislyseon lukio,1,2,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,1,7,7.17
porin suomalaisen yhteislyseon lukio,2,5,7.17
porin suomalaisen yhteislyseon lukio,1,4,7.17
porin suomalaisen yhteislyseon lukio,1,4,7.17
porin suomalaisen yhteislyseon lukio,2,6,7.17
porin suomalaisen yhteislyseon lukio,1,4,7.17
porin suomalaisen yhteislyseon lukio,2,3,7.17
sievin lukio,2,3,7
sievin lukio,2,5,7
sievin lukio,1,3,7
sievin lukio,2,5,7
sievin lukio,2,4,7
sievin lukio,1,4,7
sievin lukio,2,3,7
sievin lukio,2,6,7
sievin lukio,1,3,7
sievin lukio,2,4,7
sievin lukio,1,2,7
sievin lukio,1,3,7
sievin lukio,1,3,7
sievin lukio,2,5,7
sievin lukio,1,3,7
sievin lukio,1,6,7
sievin lukio,2,4,7
sievin lukio,1,2,7
sievin lukio,2,5,7
sievin lukio,1,0,7
sievin lukio,2,4,7
sievin lukio,1,6,7
sievin lukio,1,5,7
sievin lukio,1,3,7
sievin lukio,2,6,7
sievin lukio,2,3,7
sievin lukio,2,5,7
sievin lukio,2,4,7
sievin lukio,1,6,7
sievin lukio,2,4,7
sievin lukio,2,6,7
sievin lukio,2,4,7
lauttakylän lukio,2,3,6.75
lauttakylän lukio,1,2,6.75
lauttakylän lukio,2,7,6.75
lauttakylän lukio,2,6,6.75
lauttakylän lukio,2,7,6.75
lauttakylän lukio,1,3,6.75
lauttakylän lukio,1,5,6.75
lauttakylän lukio,2,7,6.75
lauttakylän lukio,2,6,6.75
lauttakylän lukio,2,5,6.75
lauttakylän lukio,1,5,6.75
lauttakylän lukio,1,6,6.75
lauttakylän lukio,1,4,6.75
lauttakylän lukio,2,4,6.75
lauttakylän lukio,2,5,6.75
lauttakylän lukio,1,2,6.75
lauttakylän lukio,1,4,6.75
lauttakylän lukio,2,3,6.75
lauttakylän lukio,2,6,6.75
lauttakylän lukio,2,6,6.75
lauttakylän lukio,2,4,6.75
lauttakylän lukio,2,6,6.75
lauttakylän lukio,1,6,6.75
lauttakylän lukio,2,5,6.75
lauttakylän lukio,2,7,6.75
lauttakylän lukio,2,4,6.75
lauttakylän lukio,2,4,6.75
lauttakylän lukio,2,5,6.75
lauttakylän lukio,1,5,6.75
lauttakylän lukio,2,6,6.75
lauttakylän lukio,2,6,6.75
lauttakylän lukio,2,4,6.75
lauttakylän lukio,1,5,6.75
lauttakylän lukio,1,2,6.75
lauttakylän lukio,2,6,6.75
lauttakylän lukio,2,5,6.75
lauttakylän lukio,1,5,6.75
lauttakylän lukio,2,5,6.75
lauttakylän lukio,1,4,6.75
lauttakylän lukio,1,6,6.75
lauttakylän lukio,1,3,6.75
lauttakylän lukio,1,3,6.75
lauttakylän lukio,1,5,6.75
lauttakylän lukio,2,2,6.75
lauttakylän lukio,1,6,6.75
lauttakylän lukio,2,7,6.75
lauttakylän lukio,2,5,6.75
lauttakylän lukio,2,6,6.75
teuvan lukio,1,4,6.92
teuvan lukio,2,5,6.92
teuvan lukio,1,3,6.92
teuvan lukio,2,3,6.92
teuvan lukio,2,5,6.92
teuvan lukio,1,0,6.92
teuvan lukio,1,4,6.92
teuvan lukio,2,2,6.92
teuvan lukio,2,6,6.92
teuvan lukio,2,6,6.92
teuvan lukio,2,5,6.92
teuvan lukio,2,4,6.92
teuvan lukio,2,4,6.92
teuvan lukio,2,6,6.92
teuvan lukio,1,6,6.92
teuvan lukio,1,5,6.92
teuvan lukio,1,5,6.92
teuvan lukio,1,4,6.92
teuvan lukio,2,7,6.92
kiimingin lukio,2,3,7.42
kiimingin lukio,2,5,7.42
kiimingin lukio,2,5,7.42
kiimingin lukio,2,3,7.42
kiimingin lukio,1,4,7.42
kiimingin lukio,1,5,7.42
kiimingin lukio,1,2,7.42
kiimingin lukio,1,4,7.42
kiimingin lukio,1,4,7.42
kiimingin lukio,1,2,7.42
kiimingin lukio,1,3,7.42
kiimingin lukio,1,4,7.42
kiimingin lukio,2,5,7.42
kiimingin lukio,1,4,7.42
kiimingin lukio,2,4,7.42
kiimingin lukio,1,3,7.42
kiimingin lukio,1,3,7.42
kiimingin lukio,1,4,7.42
kiimingin lukio,2,5,7.42
kiimingin lukio,2,4,7.42
kiimingin lukio,2,6,7.42
kiimingin lukio,2,5,7.42
kiimingin lukio,1,6,7.42
kiimingin lukio,2,4,7.42
kiimingin lukio,1,4,7.42
kiimingin lukio,2,7,7.42
kiimingin lukio,2,4,7.42
kiimingin lukio,2,3,7.42
kiimingin lukio,2,6,7.42
kiimingin lukio,2,4,7.42
kiimingin lukio,1,3,7.42
kiimingin lukio,2,5,7.42
kiimingin lukio,1,4,7.42
kiimingin lukio,2,2,7.42
kiimingin lukio,1,6,7.42
kiimingin lukio,2,4,7.42
kiimingin lukio,1,2,7.42
kiimingin lukio,1,3,7.42
kiimingin lukio,1,3,7.42
kiimingin lukio,1,4,7.42
kiimingin lukio,2,4,7.42
kiimingin lukio,2,3,7.42
kiimingin lukio,2,5,7.42
kiimingin lukio,1,3,7.42
kiimingin lukio,1,4,7.42
kiimingin lukio,2,5,7.42
kiimingin lukio,1,4,7.42
kiimingin lukio,2,6,7.42
kiimingin lukio,1,2,7.42
kiimingin lukio,1,2,7.42
kiimingin lukio,2,3,7.42
kiimingin lukio,1,3,7.42
kiimingin lukio,1,7,7.42
kiimingin lukio,1,3,7.42
kiimingin lukio,1,7,7.42
kiimingin lukio,2,6,7.42
kiimingin lukio,1,5,7.42
kiimingin lukio,2,5,7.42
kiimingin lukio,1,4,7.42
kiimingin lukio,1,3,7.42
kiimingin lukio,1,2,7.42
kiimingin lukio,2,5,7.42
kiimingin lukio,2,5,7.42
kiimingin lukio,2,6,7.42
kiimingin lukio,2,7,7.42
kiimingin lukio,1,6,7.42
kiimingin lukio,2,4,7.42
kiimingin lukio,2,5,7.42
kiimingin lukio,2,4,7.42
kiimingin lukio,2,4,7.42
kiimingin lukio,2,5,7.42
kiimingin lukio,2,4,7.42
iin lukio,2,3,7.33
iin lukio,2,3,7.33
iin lukio,1,3,7.33
iin lukio,1,2,7.33
iin lukio,1,5,7.33
iin lukio,2,3,7.33
iin lukio,2,3,7.33
iin lukio,2,3,7.33
iin lukio,2,4,7.33
iin lukio,2,4,7.33
iin lukio,2,6,7.33
iin lukio,2,4,7.33
iin lukio,2,4,7.33
iin lukio,1,3,7.33
iin lukio,1,4,7.33
iin lukio,1,2,7.33
iin lukio,1,4,7.33
iin lukio,2,3,7.33
iin lukio,2,6,7.33
iin lukio,2,2,7.33
iin lukio,2,5,7.33
iin lukio,1,2,7.33
iin lukio,1,3,7.33
iin lukio,1,6,7.33
iin lukio,1,4,7.33
iin lukio,1,5,7.33
iin lukio,2,2,7.33
iin lukio,1,5,7.33
iin lukio,2,4,7.33
iin lukio,2,5,7.33
iin lukio,2,3,7.33
iin lukio,1,5,7.33
iin lukio,2,4,7.33
iin lukio,2,6,7.33
iin lukio,1,2,7.33
iin lukio,1,3,7.33
iin lukio,2,4,7.33
iin lukio,2,2,7.33
vääksyn yhteiskoulu,2,4,7
vääksyn yhteiskoulu,1,2,7
vääksyn yhteiskoulu,2,5,7
vääksyn yhteiskoulu,1,3,7
vääksyn yhteiskoulu,1,4,7
vääksyn yhteiskoulu,2,4,7
vääksyn yhteiskoulu,1,2,7
vääksyn yhteiskoulu,1,3,7
vääksyn yhteiskoulu,1,4,7
vääksyn yhteiskoulu,2,4,7
vääksyn yhteiskoulu,1,4,7
vääksyn yhteiskoulu,2,6,7
vääksyn yhteiskoulu,2,3,7
vääksyn yhteiskoulu,2,4,7
vääksyn yhteiskoulu,1,4,7
vääksyn yhteiskoulu,2,6,7
vääksyn yhteiskoulu,2,6,7
vääksyn yhteiskoulu,1,4,7
vääksyn yhteiskoulu,2,3,7
vääksyn yhteiskoulu,1,3,7
vääksyn yhteiskoulu,1,3,7
vääksyn yhteiskoulu,1,3,7
vääksyn yhteiskoulu,1,2,7
vääksyn yhteiskoulu,2,5,7
vääksyn yhteiskoulu,1,3,7
vääksyn yhteiskoulu,2,5,7
vääksyn yhteiskoulu,1,2,7
vääksyn yhteiskoulu,2,5,7
vääksyn yhteiskoulu,2,5,7
vääksyn yhteiskoulu,2,6,7
vääksyn yhteiskoulu,2,4,7
vääksyn yhteiskoulu,1,7,7
vääksyn yhteiskoulu,1,5,7
vääksyn yhteiskoulu,2,2,7
vääksyn yhteiskoulu,1,4,7
vääksyn yhteiskoulu,1,4,7
vääksyn yhteiskoulu,2,7,7
vääksyn yhteiskoulu,1,4,7
vääksyn yhteiskoulu,2,3,7
vääksyn yhteiskoulu,2,4,7
vääksyn yhteiskoulu,2,5,7
vääksyn yhteiskoulu,2,6,7
vääksyn yhteiskoulu,1,5,7
vääksyn yhteiskoulu,2,4,7
vääksyn yhteiskoulu,2,4,7
vääksyn yhteiskoulu,2,3,7
vääksyn yhteiskoulu,2,4,7
vääksyn yhteiskoulu,2,5,7
vääksyn yhteiskoulu,1,5,7
vääksyn yhteiskoulu,1,4,7
padasjoen lukio,1,3,7
padasjoen lukio,1,3,7
padasjoen lukio,2,4,7
padasjoen lukio,2,4,7
padasjoen lukio,1,4,7
padasjoen lukio,1,2,7
padasjoen lukio,2,3,7
padasjoen lukio,2,6,7
padasjoen lukio,1,5,7
padasjoen lukio,1,4,7
suonenjoen lukio,1,2,7.25
suonenjoen lukio,1,3,7.25
suonenjoen lukio,2,7,7.25
suonenjoen lukio,2,6,7.25
suonenjoen lukio,1,3,7.25
suonenjoen lukio,2,5,7.25
suonenjoen lukio,1,4,7.25
suonenjoen lukio,2,5,7.25
suonenjoen lukio,1,3,7.25
suonenjoen lukio,2,2,7.25
suonenjoen lukio,2,4,7.25
suonenjoen lukio,1,4,7.25
suonenjoen lukio,1,4,7.25
suonenjoen lukio,2,4,7.25
suonenjoen lukio,2,3,7.25
tapiolan lukio,2,5,8.92
tapiolan lukio,2,7,8.92
tapiolan lukio,1,4,8.92
tapiolan lukio,2,6,8.92
tapiolan lukio,1,4,8.92
tapiolan lukio,2,5,8.92
tapiolan lukio,2,6,8.92
tapiolan lukio,1,6,8.92
tapiolan lukio,2,4,8.92
tapiolan lukio,2,5,8.92
tapiolan lukio,2,5,8.92
tapiolan lukio,2,6,8.92
tapiolan lukio,1,5,8.92
tapiolan lukio,1,4,8.92
tapiolan lukio,2,7,8.92
tapiolan lukio,2,6,8.92
tapiolan lukio,2,6,8.92
tapiolan lukio,2,5,8.92
tapiolan lukio,2,7,8.92
tapiolan lukio,2,2,8.92
tapiolan lukio,1,6,8.92
tapiolan lukio,2,5,8.92
tapiolan lukio,2,7,8.92
tapiolan lukio,2,3,8.92
tapiolan lukio,2,3,8.92
tapiolan lukio,1,6,8.92
tapiolan lukio,2,5,8.92
tapiolan lukio,1,5,8.92
tapiolan lukio,2,4,8.92
tapiolan lukio,2,4,8.92
tapiolan lukio,2,7,8.92
tapiolan lukio,2,6,8.92
tapiolan lukio,1,5,8.92
tapiolan lukio,1,5,8.92
tapiolan lukio,2,6,8.92
tapiolan lukio,2,5,8.92
tapiolan lukio,1,4,8.92
tapiolan lukio,2,6,8.92
tapiolan lukio,2,4,8.92
tapiolan lukio,2,5,8.92
tapiolan lukio,2,3,8.92
tapiolan lukio,2,3,8.92
tapiolan lukio,2,5,8.92
tapiolan lukio,1,3,8.92
tapiolan lukio,2,4,8.92
tapiolan lukio,1,7,8.92
tapiolan lukio,1,5,8.92
tapiolan lukio,2,6,8.92
tapiolan lukio,1,6,8.92
tapiolan lukio,1,5,8.92
tapiolan lukio,2,6,8.92
tapiolan lukio,2,6,8.92
tapiolan lukio,2,4,8.92
tapiolan lukio,2,6,8.92
tapiolan lukio,1,4,8.92
tapiolan lukio,2,5,8.92
tapiolan lukio,1,5,8.92
tapiolan lukio,1,5,8.92
tapiolan lukio,2,6,8.92
tapiolan lukio,2,5,8.92
tapiolan lukio,2,7,8.92
tapiolan lukio,1,6,8.92
