koulun_nimi,sukup,A,alin_ka_17
joensuun lyseon lukio,1,4,8.08
joensuun lyseon lukio,2,2,8.08
joensuun lyseon lukio,2,3,8.08
joensuun lyseon lukio,2,4,8.08
joensuun lyseon lukio,1,4,8.08
joensuun lyseon lukio,2,5,8.08
joensuun lyseon lukio,2,3,8.08
joensuun lyseon lukio,2,3,8.08
joensuun lyseon lukio,2,4,8.08
joensuun lyseon lukio,2,3,8.08
joensuun lyseon lukio,1,6,8.08
joensuun lyseon lukio,1,0,8.08
joensuun lyseon lukio,2,5,8.08
joensuun lyseon lukio,2,4,8.08
joensuun lyseon lukio,2,5,8.08
joensuun lyseon lukio,2,5,8.08
joensuun lyseon lukio,2,4,8.08
joensuun lyseon lukio,1,3,8.08
joensuun lyseon lukio,2,6,8.08
joensuun lyseon lukio,2,6,8.08
joensuun lyseon lukio,2,6,8.08
joensuun lyseon lukio,1,3,8.08
joensuun lyseon lukio,1,5,8.08
joensuun lyseon lukio,1,5,8.08
joensuun lyseon lukio,1,3,8.08
joensuun lyseon lukio,1,7,8.08
joensuun lyseon lukio,1,6,8.08
joensuun lyseon lukio,2,4,8.08
joensuun lyseon lukio,2,5,8.08
joensuun lyseon lukio,2,4,8.08
joensuun lyseon lukio,2,4,8.08
joensuun lyseon lukio,2,6,8.08
joensuun lyseon lukio,2,5,8.08
joensuun lyseon lukio,1,5,8.08
joensuun lyseon lukio,2,6,8.08
joensuun lyseon lukio,1,4,8.08
joensuun lyseon lukio,2,5,8.08
joensuun lyseon lukio,1,6,8.08
joensuun lyseon lukio,2,5,8.08
joensuun lyseon lukio,1,3,8.08
joensuun lyseon lukio,1,6,8.08
utajärven lukio,1,4,7.17
utajärven lukio,2,4,7.17
utajärven lukio,2,4,7.17
utajärven lukio,2,2,7.17
utajärven lukio,1,6,7.17
utajärven lukio,2,4,7.17
utajärven lukio,2,4,7.17
utajärven lukio,2,7,7.17
utajärven lukio,1,5,7.17
utajärven lukio,1,2,7.17
utajärven lukio,2,7,7.17
utajärven lukio,1,4,7.17
utajärven lukio,2,5,7.17
utajärven lukio,2,3,7.17
utajärven lukio,2,5,7.17
utajärven lukio,2,4,7.17
utajärven lukio,2,6,7.17
utajärven lukio,2,6,7.17
savitaipaleen lukio,2,6,7
savitaipaleen lukio,1,4,7
savitaipaleen lukio,2,4,7
savitaipaleen lukio,1,3,7
savitaipaleen lukio,2,4,7
savitaipaleen lukio,1,3,7
savitaipaleen lukio,2,5,7
savitaipaleen lukio,2,6,7
savitaipaleen lukio,2,4,7
savitaipaleen lukio,2,6,7
savitaipaleen lukio,2,4,7
savitaipaleen lukio,2,6,7
savitaipaleen lukio,1,4,7
savitaipaleen lukio,1,3,7
savitaipaleen lukio,1,6,7
savitaipaleen lukio,2,4,7
savitaipaleen lukio,2,3,7
savitaipaleen lukio,1,5,7
savitaipaleen lukio,1,4,7
savitaipaleen lukio,2,2,7
savitaipaleen lukio,1,4,7
savitaipaleen lukio,2,7,7
savitaipaleen lukio,1,3,7
savitaipaleen lukio,2,5,7
savitaipaleen lukio,2,5,7
savitaipaleen lukio,2,4,7
kosken lukio,1,3,7.5
kosken lukio,1,2,7.5
kosken lukio,2,5,7.5
kosken lukio,2,5,7.5
kosken lukio,1,3,7.5
kosken lukio,2,4,7.5
kosken lukio,2,5,7.5
kosken lukio,2,4,7.5
kosken lukio,2,5,7.5
kosken lukio,2,4,7.5
kosken lukio,2,4,7.5
kosken lukio,1,2,7.5
kosken lukio,1,2,7.5
kosken lukio,1,5,7.5
kosken lukio,2,4,7.5
kosken lukio,2,3,7.5
kosken lukio,2,3,7.5
kosken lukio,2,5,7.5
kosken lukio,2,5,7.5
kosken lukio,2,3,7.5
kosken lukio,1,4,7.5
kosken lukio,2,7,7.5
kosken lukio,2,5,7.5
kosken lukio,2,4,7.5
kosken lukio,1,4,7.5
kosken lukio,1,2,7.5
kosken lukio,2,5,7.5
kosken lukio,2,4,7.5
kosken lukio,1,3,7.5
kosken lukio,2,4,7.5
kosken lukio,1,4,7.5
kosken lukio,2,3,7.5
kosken lukio,1,3,7.5
kosken lukio,1,6,7.5
kosken lukio,1,3,7.5
kosken lukio,1,2,7.5
kosken lukio,2,4,7.5
kosken lukio,2,4,7.5
kosken lukio,2,5,7.5
nurmon lukio,1,4,7.42
nurmon lukio,2,5,7.42
nurmon lukio,2,3,7.42
nurmon lukio,2,6,7.42
nurmon lukio,2,5,7.42
nurmon lukio,1,4,7.42
nurmon lukio,1,4,7.42
nurmon lukio,2,2,7.42
nurmon lukio,2,4,7.42
nurmon lukio,2,3,7.42
nurmon lukio,2,6,7.42
nurmon lukio,2,3,7.42
nurmon lukio,2,5,7.42
nurmon lukio,2,3,7.42
nurmon lukio,1,2,7.42
nurmon lukio,1,3,7.42
nurmon lukio,1,3,7.42
nurmon lukio,1,4,7.42
nurmon lukio,1,4,7.42
nurmon lukio,2,5,7.42
nurmon lukio,2,4,7.42
nurmon lukio,2,3,7.42
nurmon lukio,2,6,7.42
nurmon lukio,2,4,7.42
nurmon lukio,1,3,7.42
nurmon lukio,1,2,7.42
nurmon lukio,2,3,7.42
nurmon lukio,2,4,7.42
nurmon lukio,2,4,7.42
nurmon lukio,2,5,7.42
nurmon lukio,2,5,7.42
nurmon lukio,1,4,7.42
nurmon lukio,2,5,7.42
nurmon lukio,2,5,7.42
nurmon lukio,2,6,7.42
nurmon lukio,1,6,7.42
nurmon lukio,1,2,7.42
nurmon lukio,2,4,7.42
nurmon lukio,2,4,7.42
nurmon lukio,1,2,7.42
nurmon lukio,1,6,7.42
nurmon lukio,2,4,7.42
nurmon lukio,2,5,7.42
nurmon lukio,2,6,7.42
nurmon lukio,1,4,7.42
nurmon lukio,2,6,7.42
nurmon lukio,1,3,7.42
nurmon lukio,1,2,7.42
nurmon lukio,2,7,7.42
nurmon lukio,2,5,7.42
nurmon lukio,1,2,7.42
nurmon lukio,2,3,7.42
nurmon lukio,2,5,7.42
nurmon lukio,1,3,7.42
nurmon lukio,2,4,7.42
nurmon lukio,1,7,7.42
nurmon lukio,2,4,7.42
nurmon lukio,2,4,7.42
nurmon lukio,2,4,7.42
nurmon lukio,2,5,7.42
nurmon lukio,2,4,7.42
nurmon lukio,1,6,7.42
nurmon lukio,1,2,7.42
nurmon lukio,1,2,7.42
nurmon lukio,2,3,7.42
nurmon lukio,2,4,7.42
nurmon lukio,2,4,7.42
nurmon lukio,1,4,7.42
nurmon lukio,2,6,7.42
nurmon lukio,2,6,7.42
nurmon lukio,2,4,7.42
nurmon lukio,1,2,7.42
nurmon lukio,1,4,7.42
nurmon lukio,1,4,7.42
nurmon lukio,1,5,7.42
nurmon lukio,2,5,7.42
nurmon lukio,1,4,7.42
nurmon lukio,2,2,7.42
nurmon lukio,2,5,7.42
nurmon lukio,2,6,7.42
nurmon lukio,1,3,7.42
nurmon lukio,1,4,7.42
nurmon lukio,2,4,7.42
nurmon lukio,2,4,7.42
nurmon lukio,2,6,7.42
nurmon lukio,2,3,7.42
nurmon lukio,2,5,7.42
nurmon lukio,2,7,7.42
nurmon lukio,1,5,7.42
nurmon lukio,1,4,7.42
ähtärin lukio,1,5,6.33
ähtärin lukio,1,4,6.33
ähtärin lukio,2,7,6.33
ähtärin lukio,2,7,6.33
ähtärin lukio,2,4,6.33
ähtärin lukio,1,7,6.33
ähtärin lukio,2,6,6.33
ähtärin lukio,2,3,6.33
ähtärin lukio,2,7,6.33
ähtärin lukio,1,7,6.33
ähtärin lukio,1,5,6.33
ähtärin lukio,2,7,6.33
ähtärin lukio,2,5,6.33
ähtärin lukio,2,6,6.33
ähtärin lukio,1,6,6.33
ähtärin lukio,1,5,6.33
ähtärin lukio,2,7,6.33
ähtärin lukio,1,3,6.33
ähtärin lukio,2,7,6.33
ähtärin lukio,1,4,6.33
ähtärin lukio,2,5,6.33
ähtärin lukio,1,5,6.33
ähtärin lukio,1,6,6.33
ähtärin lukio,1,5,6.33
ähtärin lukio,1,5,6.33
ähtärin lukio,1,6,6.33
ähtärin lukio,2,7,6.33
ähtärin lukio,2,4,6.33
ähtärin lukio,2,7,6.33
ähtärin lukio,1,4,6.33
ähtärin lukio,2,7,6.33
ähtärin lukio,2,5,6.33
ähtärin lukio,2,7,6.33
ähtärin lukio,1,6,6.33
eurajoen lukio,2,3,7
eurajoen lukio,2,4,7
eurajoen lukio,2,4,7
eurajoen lukio,2,4,7
eurajoen lukio,1,4,7
eurajoen lukio,2,5,7
eurajoen lukio,1,2,7
eurajoen lukio,1,7,7
eurajoen lukio,2,4,7
eurajoen lukio,1,2,7
eurajoen lukio,2,5,7
eurajoen lukio,2,5,7
eurajoen lukio,2,4,7
eurajoen lukio,2,5,7
eurajoen lukio,1,0,7
eurajoen lukio,2,4,7
eurajoen lukio,2,5,7
eurajoen lukio,1,2,7
eurajoen lukio,1,0,7
eurajoen lukio,2,4,7
eurajoen lukio,1,2,7
eurajoen lukio,2,4,7
eurajoen lukio,2,4,7
eurajoen lukio,2,4,7
eurajoen lukio,2,5,7
eurajoen lukio,2,6,7
eurajoen lukio,2,4,7
eurajoen lukio,2,4,7
eurajoen lukio,1,4,7
eurajoen lukio,2,6,7
eurajoen lukio,2,3,7
eurajoen lukio,2,5,7
eurajoen lukio,2,6,7
eurajoen lukio,2,4,7
eurajoen lukio,2,0,7
eurajoen lukio,2,5,7
eurajoen lukio,1,4,7
eurajoen lukio,2,4,7
eurajoen lukio,1,4,7
eurajoen lukio,2,5,7
eurajoen lukio,1,5,7
eurajoen lukio,2,5,7
eurajoen lukio,2,6,7
eurajoen lukio,1,7,7
eurajoen lukio,1,7,7
kontiolahden lukio,1,3,7
kontiolahden lukio,2,3,7
kontiolahden lukio,2,3,7
kontiolahden lukio,1,0,7
kontiolahden lukio,2,3,7
kontiolahden lukio,1,3,7
kontiolahden lukio,1,4,7
kontiolahden lukio,2,4,7
kontiolahden lukio,2,3,7
kontiolahden lukio,2,2,7
kontiolahden lukio,2,5,7
kontiolahden lukio,1,3,7
kontiolahden lukio,2,5,7
kontiolahden lukio,1,5,7
kontiolahden lukio,1,4,7
kontiolahden lukio,1,3,7
kontiolahden lukio,1,7,7
kontiolahden lukio,1,4,7
kontiolahden lukio,1,2,7
kontiolahden lukio,1,3,7
kontiolahden lukio,1,2,7
kontiolahden lukio,2,3,7
kontiolahden lukio,1,3,7
kontiolahden lukio,1,4,7
kontiolahden lukio,1,3,7
kontiolahden lukio,2,4,7
kontiolahden lukio,2,2,7
kontiolahden lukio,1,2,7
kontiolahden lukio,1,6,7
kontiolahden lukio,2,3,7
kontiolahden lukio,2,4,7
kontiolahden lukio,2,3,7
kontiolahden lukio,1,2,7
kontiolahden lukio,2,3,7
kontiolahden lukio,1,4,7
kontiolahden lukio,2,5,7
kontiolahden lukio,1,5,7
kontiolahden lukio,1,3,7
kontiolahden lukio,1,3,7
kontiolahden lukio,1,3,7
kontiolahden lukio,2,5,7
kontiolahden lukio,1,0,7
kontiolahden lukio,1,6,7
kontiolahden lukio,1,5,7
kontiolahden lukio,1,2,7
kontiolahden lukio,1,3,7
f.e. sillanpään lukio,1,6,7
f.e. sillanpään lukio,1,6,7
f.e. sillanpään lukio,1,5,7
f.e. sillanpään lukio,1,7,7
f.e. sillanpään lukio,1,4,7
f.e. sillanpään lukio,2,4,7
f.e. sillanpään lukio,2,3,7
f.e. sillanpään lukio,1,4,7
f.e. sillanpään lukio,2,6,7
f.e. sillanpään lukio,1,4,7
f.e. sillanpään lukio,2,7,7
f.e. sillanpään lukio,2,6,7
f.e. sillanpään lukio,2,6,7
f.e. sillanpään lukio,2,3,7
f.e. sillanpään lukio,2,3,7
f.e. sillanpään lukio,2,5,7
f.e. sillanpään lukio,1,4,7
f.e. sillanpään lukio,2,5,7
f.e. sillanpään lukio,2,2,7
f.e. sillanpään lukio,1,2,7
f.e. sillanpään lukio,2,5,7
f.e. sillanpään lukio,2,4,7
f.e. sillanpään lukio,1,3,7
f.e. sillanpään lukio,2,7,7
f.e. sillanpään lukio,1,5,7
f.e. sillanpään lukio,2,4,7
f.e. sillanpään lukio,2,6,7
f.e. sillanpään lukio,1,4,7
f.e. sillanpään lukio,2,4,7
f.e. sillanpään lukio,1,6,7
f.e. sillanpään lukio,1,7,7
f.e. sillanpään lukio,1,5,7
f.e. sillanpään lukio,2,2,7
f.e. sillanpään lukio,2,3,7
f.e. sillanpään lukio,2,4,7
f.e. sillanpään lukio,1,2,7
f.e. sillanpään lukio,2,6,7
f.e. sillanpään lukio,1,2,7
f.e. sillanpään lukio,2,5,7
f.e. sillanpään lukio,2,6,7
f.e. sillanpään lukio,2,7,7
f.e. sillanpään lukio,2,5,7
f.e. sillanpään lukio,1,2,7
f.e. sillanpään lukio,2,6,7
f.e. sillanpään lukio,1,3,7
f.e. sillanpään lukio,2,4,7
f.e. sillanpään lukio,2,2,7
f.e. sillanpään lukio,2,6,7
f.e. sillanpään lukio,2,7,7
f.e. sillanpään lukio,2,7,7
f.e. sillanpään lukio,2,4,7
nurmijärven lukio,2,5,7
nurmijärven lukio,1,3,7
nurmijärven lukio,1,4,7
nurmijärven lukio,2,5,7
nurmijärven lukio,2,7,7
nurmijärven lukio,2,5,7
nurmijärven lukio,2,6,7
nurmijärven lukio,1,4,7
nurmijärven lukio,2,3,7
nurmijärven lukio,1,6,7
nurmijärven lukio,1,3,7
nurmijärven lukio,1,3,7
nurmijärven lukio,2,4,7
nurmijärven lukio,2,3,7
nurmijärven lukio,1,5,7
nurmijärven lukio,1,7,7
nurmijärven lukio,1,5,7
nurmijärven lukio,1,5,7
nurmijärven lukio,2,5,7
nurmijärven lukio,2,7,7
nurmijärven lukio,2,4,7
nurmijärven lukio,1,2,7
nurmijärven lukio,2,3,7
nurmijärven lukio,2,7,7
nurmijärven lukio,1,4,7
nurmijärven lukio,2,4,7
nurmijärven lukio,1,4,7
nurmijärven lukio,1,3,7
nurmijärven lukio,1,4,7
nurmijärven lukio,2,5,7
nurmijärven lukio,2,4,7
nurmijärven lukio,2,4,7
nurmijärven lukio,1,5,7
nurmijärven lukio,1,5,7
nurmijärven lukio,2,6,7
nurmijärven lukio,1,2,7
nurmijärven lukio,2,3,7
nurmijärven lukio,1,5,7
nurmijärven lukio,1,4,7
nurmijärven lukio,2,7,7
nurmijärven lukio,1,5,7
nurmijärven lukio,1,2,7
nurmijärven lukio,1,4,7
nurmijärven lukio,2,4,7
nurmijärven lukio,1,2,7
nurmijärven lukio,2,3,7
nurmijärven lukio,2,3,7
nurmijärven lukio,1,7,7
nurmijärven lukio,2,5,7
nurmijärven lukio,2,6,7
nurmijärven lukio,1,3,7
nurmijärven lukio,1,5,7
nurmijärven lukio,1,4,7
nurmijärven lukio,1,4,7
nurmijärven lukio,1,3,7
nurmijärven lukio,2,5,7
nurmijärven lukio,2,6,7
nurmijärven lukio,2,2,7
nurmijärven lukio,2,7,7
nurmijärven lukio,1,5,7
nurmijärven lukio,1,5,7
nurmijärven lukio,2,4,7
nurmijärven lukio,1,2,7
nurmijärven lukio,1,7,7
nurmijärven lukio,2,3,7
nurmijärven lukio,1,2,7
nurmijärven lukio,1,3,7
nurmijärven lukio,1,3,7
nurmijärven lukio,1,5,7
nurmijärven lukio,2,6,7
nurmijärven lukio,2,4,7
nurmijärven lukio,2,5,7
nurmijärven lukio,2,4,7
nurmijärven lukio,1,6,7
nurmijärven lukio,2,4,7
nurmijärven lukio,1,2,7
nurmijärven lukio,1,2,7
nurmijärven lukio,1,4,7
nurmijärven lukio,1,7,7
nurmijärven lukio,1,3,7
nurmijärven lukio,1,6,7
nurmijärven lukio,2,5,7
nurmijärven lukio,2,5,7
nurmijärven lukio,2,6,7
nurmijärven lukio,1,6,7
nurmijärven lukio,1,5,7
nurmijärven lukio,2,5,7
nurmijärven lukio,1,5,7
nurmijärven lukio,1,6,7
nurmijärven lukio,1,4,7
nurmijärven lukio,2,5,7
nurmijärven lukio,1,5,7
nurmijärven lukio,1,4,7
nurmijärven lukio,2,3,7
nurmijärven lukio,1,5,7
nurmijärven lukio,1,3,7
nurmijärven lukio,1,4,7
nurmijärven lukio,1,3,7
nurmijärven lukio,1,5,7
nurmijärven lukio,2,4,7
nurmijärven lukio,2,2,7
nurmijärven lukio,2,7,7
nurmijärven lukio,1,5,7
nurmijärven lukio,1,6,7
liedon lukio,2,2,7
liedon lukio,2,3,7
liedon lukio,2,4,7
liedon lukio,1,2,7
liedon lukio,1,2,7
liedon lukio,2,3,7
liedon lukio,2,3,7
liedon lukio,1,3,7
liedon lukio,1,3,7
liedon lukio,1,2,7
liedon lukio,1,6,7
liedon lukio,2,7,7
liedon lukio,1,3,7
liedon lukio,1,3,7
liedon lukio,2,5,7
liedon lukio,1,4,7
liedon lukio,1,2,7
liedon lukio,1,3,7
liedon lukio,2,3,7
liedon lukio,2,5,7
liedon lukio,2,3,7
liedon lukio,2,4,7
liedon lukio,1,2,7
liedon lukio,2,3,7
liedon lukio,2,2,7
liedon lukio,1,3,7
liedon lukio,2,6,7
liedon lukio,2,3,7
liedon lukio,1,2,7
liedon lukio,1,2,7
liedon lukio,2,6,7
liedon lukio,2,4,7
liedon lukio,2,4,7
liedon lukio,1,2,7
liedon lukio,1,4,7
liedon lukio,2,3,7
liedon lukio,2,6,7
liedon lukio,2,3,7
liedon lukio,1,3,7
liedon lukio,2,2,7
liedon lukio,2,2,7
liedon lukio,2,5,7
liedon lukio,1,3,7
liedon lukio,2,2,7
liedon lukio,1,2,7
liedon lukio,1,3,7
liedon lukio,2,2,7
liedon lukio,1,3,7
liedon lukio,1,3,7
liedon lukio,2,5,7
muhoksen lukio,2,6,6.75
muhoksen lukio,1,6,6.75
muhoksen lukio,1,2,6.75
muhoksen lukio,2,6,6.75
muhoksen lukio,2,6,6.75
muhoksen lukio,1,4,6.75
muhoksen lukio,2,3,6.75
muhoksen lukio,2,5,6.75
muhoksen lukio,2,6,6.75
muhoksen lukio,1,5,6.75
muhoksen lukio,2,7,6.75
muhoksen lukio,2,3,6.75
muhoksen lukio,1,5,6.75
muhoksen lukio,2,4,6.75
muhoksen lukio,1,4,6.75
muhoksen lukio,2,5,6.75
muhoksen lukio,2,3,6.75
muhoksen lukio,1,2,6.75
muhoksen lukio,1,3,6.75
muhoksen lukio,1,4,6.75
muhoksen lukio,2,4,6.75
muhoksen lukio,2,2,6.75
muhoksen lukio,1,2,6.75
muhoksen lukio,2,6,6.75
muhoksen lukio,2,6,6.75
muhoksen lukio,2,4,6.75
muhoksen lukio,2,4,6.75
muhoksen lukio,1,6,6.75
muhoksen lukio,1,2,6.75
muhoksen lukio,1,3,6.75
muhoksen lukio,1,3,6.75
muhoksen lukio,1,2,6.75
muhoksen lukio,1,3,6.75
muhoksen lukio,2,5,6.75
muhoksen lukio,2,7,6.75
muhoksen lukio,2,4,6.75
muhoksen lukio,2,6,6.75
muhoksen lukio,2,7,6.75
muhoksen lukio,1,0,6.75
muhoksen lukio,1,6,6.75
muhoksen lukio,1,6,6.75
muhoksen lukio,2,4,6.75
muhoksen lukio,2,5,6.75
muhoksen lukio,2,4,6.75
muhoksen lukio,1,3,6.75
muhoksen lukio,2,3,6.75
muhoksen lukio,2,3,6.75
paimion lukio,2,5,7.08
paimion lukio,2,4,7.08
paimion lukio,2,2,7.08
paimion lukio,1,4,7.08
paimion lukio,2,5,7.08
paimion lukio,2,4,7.08
paimion lukio,1,2,7.08
paimion lukio,2,5,7.08
paimion lukio,2,5,7.08
paimion lukio,2,5,7.08
paimion lukio,1,4,7.08
paimion lukio,2,3,7.08
paimion lukio,1,6,7.08
paimion lukio,1,2,7.08
paimion lukio,1,5,7.08
paimion lukio,1,4,7.08
paimion lukio,2,5,7.08
paimion lukio,1,5,7.08
paimion lukio,2,3,7.08
paimion lukio,2,5,7.08
paimion lukio,1,4,7.08
paimion lukio,1,3,7.08
paimion lukio,2,6,7.08
paimion lukio,1,6,7.08
paimion lukio,1,3,7.08
paimion lukio,1,3,7.08
paimion lukio,1,4,7.08
paimion lukio,2,4,7.08
paimion lukio,1,6,7.08
paimion lukio,1,5,7.08
paimion lukio,1,5,7.08
paimion lukio,2,2,7.08
paimion lukio,1,4,7.08
paimion lukio,1,2,7.08
paimion lukio,2,6,7.08
paimion lukio,1,4,7.08
paimion lukio,2,5,7.08
paimion lukio,2,5,7.08
paimion lukio,2,4,7.08
paimion lukio,2,4,7.08
paimion lukio,2,4,7.08
paimion lukio,2,6,7.08
paimion lukio,1,4,7.08
paimion lukio,1,4,7.08
paimion lukio,2,2,7.08
paimion lukio,1,5,7.08
paimion lukio,2,5,7.08
paimion lukio,2,6,7.08
paimion lukio,1,5,7.08
paimion lukio,1,5,7.08
perhon lukio,2,2,7.17
perhon lukio,2,5,7.17
perhon lukio,2,5,7.17
perhon lukio,2,6,7.17
perhon lukio,1,2,7.17
perhon lukio,2,4,7.17
perhon lukio,2,3,7.17
perhon lukio,2,5,7.17
perhon lukio,1,3,7.17
perhon lukio,2,4,7.17
perhon lukio,1,3,7.17
perhon lukio,2,6,7.17
perhon lukio,1,5,7.17
perhon lukio,2,3,7.17
perhon lukio,1,3,7.17
kokkolan suomalainen lukio,1,3,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,2,5,7
kokkolan suomalainen lukio,2,6,7
kokkolan suomalainen lukio,1,3,7
kokkolan suomalainen lukio,1,6,7
kokkolan suomalainen lukio,1,4,7
kokkolan suomalainen lukio,2,3,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,2,7,7
kokkolan suomalainen lukio,1,0,7
kokkolan suomalainen lukio,2,5,7
kokkolan suomalainen lukio,1,3,7
kokkolan suomalainen lukio,2,3,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,2,5,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,2,5,7
kokkolan suomalainen lukio,2,7,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,2,7,7
kokkolan suomalainen lukio,2,3,7
kokkolan suomalainen lukio,2,3,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,1,5,7
kokkolan suomalainen lukio,1,3,7
kokkolan suomalainen lukio,1,7,7
kokkolan suomalainen lukio,2,3,7
kokkolan suomalainen lukio,1,5,7
kokkolan suomalainen lukio,1,3,7
kokkolan suomalainen lukio,2,5,7
kokkolan suomalainen lukio,1,5,7
kokkolan suomalainen lukio,1,4,7
kokkolan suomalainen lukio,1,5,7
kokkolan suomalainen lukio,2,6,7
kokkolan suomalainen lukio,2,5,7
kokkolan suomalainen lukio,1,5,7
kokkolan suomalainen lukio,2,6,7
kokkolan suomalainen lukio,1,3,7
kokkolan suomalainen lukio,1,3,7
kokkolan suomalainen lukio,1,3,7
kokkolan suomalainen lukio,1,2,7
kokkolan suomalainen lukio,2,7,7
kokkolan suomalainen lukio,2,3,7
kokkolan suomalainen lukio,2,5,7
kokkolan suomalainen lukio,1,6,7
kokkolan suomalainen lukio,2,6,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,1,4,7
kokkolan suomalainen lukio,1,3,7
kokkolan suomalainen lukio,1,3,7
kokkolan suomalainen lukio,2,3,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,2,3,7
kokkolan suomalainen lukio,2,6,7
kokkolan suomalainen lukio,2,6,7
kokkolan suomalainen lukio,2,3,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,1,6,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,1,5,7
kokkolan suomalainen lukio,2,6,7
kokkolan suomalainen lukio,2,6,7
kokkolan suomalainen lukio,2,5,7
kokkolan suomalainen lukio,2,5,7
kokkolan suomalainen lukio,2,5,7
kokkolan suomalainen lukio,2,7,7
kokkolan suomalainen lukio,2,6,7
kokkolan suomalainen lukio,1,3,7
kokkolan suomalainen lukio,1,6,7
kokkolan suomalainen lukio,1,4,7
kokkolan suomalainen lukio,1,2,7
kokkolan suomalainen lukio,2,5,7
kokkolan suomalainen lukio,1,5,7
kokkolan suomalainen lukio,2,6,7
kokkolan suomalainen lukio,2,5,7
kokkolan suomalainen lukio,2,6,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,1,6,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,1,2,7
kokkolan suomalainen lukio,1,7,7
kokkolan suomalainen lukio,1,6,7
kokkolan suomalainen lukio,1,5,7
kokkolan suomalainen lukio,1,2,7
kokkolan suomalainen lukio,2,2,7
kokkolan suomalainen lukio,1,2,7
kokkolan suomalainen lukio,2,7,7
kokkolan suomalainen lukio,2,5,7
kokkolan suomalainen lukio,1,3,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,1,7,7
kokkolan suomalainen lukio,1,5,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,1,0,7
kokkolan suomalainen lukio,1,3,7
kokkolan suomalainen lukio,2,6,7
kokkolan suomalainen lukio,1,3,7
kokkolan suomalainen lukio,2,7,7
kokkolan suomalainen lukio,2,6,7
kokkolan suomalainen lukio,1,3,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,1,3,7
kokkolan suomalainen lukio,1,0,7
kokkolan suomalainen lukio,2,5,7
kokkolan suomalainen lukio,1,3,7
kokkolan suomalainen lukio,2,3,7
kokkolan suomalainen lukio,1,2,7
kokkolan suomalainen lukio,1,3,7
kokkolan suomalainen lukio,2,3,7
kokkolan suomalainen lukio,2,3,7
kokkolan suomalainen lukio,1,6,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,2,2,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,1,2,7
kokkolan suomalainen lukio,1,3,7
kokkolan suomalainen lukio,2,6,7
kokkolan suomalainen lukio,1,2,7
kokkolan suomalainen lukio,1,4,7
kokkolan suomalainen lukio,1,2,7
kokkolan suomalainen lukio,1,2,7
kokkolan suomalainen lukio,2,5,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,2,5,7
kokkolan suomalainen lukio,2,3,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,1,4,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,2,2,7
kokkolan suomalainen lukio,1,3,7
kokkolan suomalainen lukio,2,2,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,2,7,7
kokkolan suomalainen lukio,1,3,7
kokkolan suomalainen lukio,2,2,7
kokkolan suomalainen lukio,1,5,7
kokkolan suomalainen lukio,2,5,7
kokkolan suomalainen lukio,2,6,7
kokkolan suomalainen lukio,2,3,7
kokkolan suomalainen lukio,1,6,7
kokkolan suomalainen lukio,1,3,7
kokkolan suomalainen lukio,2,5,7
kokkolan suomalainen lukio,2,5,7
kokkolan suomalainen lukio,2,5,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,1,2,7
kokkolan suomalainen lukio,1,3,7
kokkolan suomalainen lukio,2,5,7
kokkolan suomalainen lukio,2,5,7
kokkolan suomalainen lukio,1,4,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,2,2,7
kokkolan suomalainen lukio,2,5,7
kokkolan suomalainen lukio,2,5,7
kokkolan suomalainen lukio,2,6,7
kokkolan suomalainen lukio,1,2,7
kokkolan suomalainen lukio,1,2,7
kokkolan suomalainen lukio,2,3,7
kokkolan suomalainen lukio,2,5,7
kokkolan suomalainen lukio,1,5,7
kokkolan suomalainen lukio,2,4,7
kokkolan suomalainen lukio,2,6,7
kokkolan suomalainen lukio,1,3,7
